"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
8.97508199532874e-19,0.638272649374753,0.688,0.408,1.857931723853e-14,"HNRNPD"
2.30820162213585e-17,0.638112783813442,0.446,0.166,4.77820817798342e-13,"USP1"
1.08306938269982e-60,0.637347034808402,1,0.966,2.2420619291269e-56,"RPL7A"
1.0516731746944e-21,0.636045899832211,0.835,0.635,2.17706863893487e-17,"C19orf24"
1.65359912022281e-18,0.635992053990682,0.734,0.463,3.42311553877324e-14,"UROD"
9.99368241528828e-15,0.635471223872317,0.341,0.107,2.06879219678883e-10,"XPC"
2.31584038577016e-32,0.635360993163557,0.922,0.721,4.79402118258282e-28,"RHOA"
9.50638026943484e-10,0.635080236504781,0.277,0.104,1.96791577957571e-05,"RP11-452F19.3"
1.26975061486967e-78,0.634576163724556,1,1,2.62851074784171e-74,"RPL34"
7.28837029640354e-27,0.633873962280501,0.92,0.752,1.5087655350585e-22,"TMED9"
7.86472279301657e-20,0.633746450552062,0.794,0.534,1.62807626538236e-15,"MRPS36"
1.52144375428447e-14,0.632798381123905,0.458,0.193,3.14954071574428e-10,"SOWAHC"
3.72480261385751e-24,0.632173691849817,0.934,0.742,7.71071389094643e-20,"GPX3"
5.94309156170469e-17,0.632035724973645,0.623,0.325,1.23027938418849e-12,"FAM103A1"
3.58666417921701e-17,0.632022209244137,0.693,0.414,7.42475351739712e-13,"SNHG7"
1.87316685077304e-11,0.631614406947891,0.318,0.113,3.87764269778527e-07,"GMPPB"
8.75642003653636e-40,0.631077654334193,0.983,0.856,1.81266651176339e-35,"ATP5J"
2.20963695713818e-14,0.630197349973493,0.326,0.101,4.57416946497175e-10,"TAZ"
3.57701623924621e-16,0.629937352815488,0.417,0.156,7.40478131686359e-12,"EIF2B2"
6.9102831872516e-13,0.629538804491445,0.326,0.11,1.43049772259295e-08,"SLC1A2"
3.98271102902652e-14,0.629212233644367,0.42,0.166,8.2446101011878e-10,"KPNA3"
8.02417134747373e-12,0.629194180070661,0.306,0.107,1.66108371064054e-07,"PRKRIP1"
4.13889502460691e-25,0.627560649228871,0.889,0.684,8.56792659043876e-21,"DRAP1"
3.42488652566822e-18,0.627364757710001,0.594,0.276,7.08985759678579e-14,"GBA"
2.75641614263697e-12,0.626972785547318,0.556,0.298,5.7060570568728e-08,"TBL1XR1"
1.32445922711964e-12,0.625795110451489,0.406,0.172,2.74176304606037e-08,"SART1"
3.55975513621826e-11,0.625551175876859,0.278,0.095,7.36904910748542e-07,"ST20"
1.65274586438306e-37,0.624630349378669,0.964,0.84,3.42134921385938e-33,"AURKAIP1"
1.0898218711239e-13,0.624603419097537,0.618,0.362,2.25604025541359e-09,"AHCYL1"
9.9535617419457e-18,0.62374638022203,0.614,0.31,2.06048681620018e-13,"USP14"
1.51442354036992e-12,0.62352576986278,0.504,0.261,3.13500817091977e-08,"GRAMD1A"
1.36375424523689e-25,0.623398082701037,0.877,0.647,2.8231076630649e-21,"RER1"
2.33445767414523e-14,0.623274715780907,0.57,0.294,4.83256083124804e-10,"PKIG"
3.62677426665298e-13,0.622377806381886,0.335,0.117,7.50778540939833e-09,"ALG1"
7.25364367283065e-14,0.622311338380792,0.498,0.224,1.50157677671267e-09,"CD2BP2"
2.22295507215157e-12,0.622007311914293,0.493,0.242,4.60173929486097e-08,"NFYC"
4.53797834700256e-18,0.621944837029283,0.839,0.564,9.39406897613001e-14,"LSM5"
5.19371737954423e-15,0.62010269809761,0.574,0.291,1.07515143473945e-10,"SMIM1"
4.6574839570618e-12,0.619928294500009,0.329,0.126,9.64145753951364e-08,"IDH3A"
3.79502770793464e-16,0.619073351074839,0.441,0.169,7.8560868581955e-12,"CHERP"
1.41636267536295e-17,0.619065815179473,0.502,0.202,2.93201237426885e-13,"TNPO1"
9.91869238235825e-14,0.618709596149816,0.524,0.261,2.05326851007198e-09,"PLEC"
8.71161063043944e-18,0.618004682498597,0.852,0.647,1.80339051660727e-13,"CCT4"
9.72550106556687e-31,0.617892390552239,0.976,0.816,2.013275975583e-26,"ATPIF1"
8.29938983209831e-20,0.617475961335103,0.596,0.273,1.71805668914267e-15,"UBE2J2"
3.69634379859175e-12,0.617387467647542,0.302,0.098,7.65180129746477e-08,"RRP1B"
1.4884897932253e-14,0.616725035305504,0.34,0.107,3.0813227209557e-10,"VPS16"
1.46163838419919e-68,0.616278115788055,1,0.985,3.02573761913074e-64,"ATP5E"
1.85454937403575e-29,0.615647361095118,0.876,0.512,3.83910265919141e-25,"TSPAN8"
6.11548608689349e-16,0.615274421621065,0.414,0.15,1.26596677484782e-11,"GTF2F2"
2.21135910933499e-14,0.615271351397916,0.47,0.206,4.57773449223435e-10,"ITGA6"
7.07190881821146e-10,0.614341209820303,0.381,0.178,1.46395584445795e-05,"MAEA"
6.37091433336793e-19,0.61431344825568,0.799,0.5,1.31884297615049e-14,"TPD52"
4.2580647348619e-12,0.614233333544333,0.562,0.304,8.81461980763762e-08,"MRPL48"
3.78175902163254e-14,0.612962751132986,0.512,0.242,7.82861935068151e-10,"KLF15"
1.98401586518774e-14,0.612914091234426,0.457,0.19,4.10711124252515e-10,"RNF14"
4.91049129374e-12,0.61279932725154,0.592,0.34,1.01652080271712e-07,"C5orf24"
