"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene"
7.77412298285732e-20,3.06812805137872,0.316,0.009,1.60932119868129e-15,"YTHDF3-AS1"
2.37618094605832e-59,3.05855278148996,0.751,0.104,4.91893217643533e-55,"DCAF13"
2.02440274420927e-56,3.04760585346507,0.739,0.142,4.19071612078762e-52,"IFI35"
2.61789694031906e-49,3.04308760913451,0.676,0.095,5.41930845615448e-45,"UTP18"
2.26219668972467e-77,3.04012043462175,0.854,0.213,4.68297336739903e-73,"EXOSC4"
7.04454660783261e-41,3.03557685233173,0.6,0.076,1.45829159328743e-36,"CMB9-22P13.1"
1.66647025256736e-41,3.02046658693566,0.623,0.095,3.44976006983969e-37,"PTRH2"
5.53279013672233e-27,3.0163048682528,0.407,0.014,1.14534288620289e-22,"SEMA6A"
2.588599312971e-68,3.00259608983835,0.817,0.18,5.35865943778127e-64,"MRPS23"
1.56050919713267e-85,2.99420701186168,0.9,0.275,3.23041008898434e-81,"MRPS7"
1.01219699440436e-16,2.98985360604253,0.291,0.019,2.09534899811646e-12,"HIST1H2AE"
1.26297661416983e-109,2.98885234252409,0.994,0.474,2.61448788899296e-105,"PTGR1"
4.13616650000588e-48,2.98316480345577,0.737,0.171,8.56227827166218e-44,"KPNA2"
1.07263645302711e-46,2.98209747468398,0.665,0.09,2.22046472141142e-42,"CTAG2"
2.94020694842313e-104,2.97393071698239,0.963,0.408,6.08652240393071e-100,"MRPL12"
1.17383691989601e-24,2.97161641750059,0.424,0.043,2.42995980787673e-20,"C17orf75"
2.3182697216142e-58,2.96896793606032,0.759,0.152,4.79905015071355e-54,"HLF"
1.20745014007857e-15,2.96590546023983,0.267,0.014,2.49954253497666e-11,"CDK1"
6.00746582660282e-16,2.96478132280901,0.295,0.028,1.24360550076505e-11,"RP5-827C21.4"
1.99696000578368e-63,2.95736923904361,0.798,0.175,4.1339069079728e-59,"TMEM261"
1.36595457362529e-36,2.95167051635007,0.577,0.085,2.82766256286171e-32,"CWC27"
1.36720733349508e-16,2.95131795037477,0.296,0.024,2.83025590106818e-12,"TGM3"
6.99598613067256e-27,2.94595588052351,0.468,0.062,1.44823908891053e-22,"NUP85"
3.90036232993143e-56,2.9391878568138,0.754,0.152,8.07414005919105e-52,"TOM1L1"
9.87854365298762e-121,2.93747588499817,0.999,0.716,2.04495732160497e-116,"ENO1"
3.99241005832985e-36,2.93105554588295,0.542,0.047,8.26468806174863e-32,"RP11-81H14.2"
4.66323195986744e-19,2.92789971588025,0.323,0.019,9.65335648012158e-15,"RP11-410L14.2"
3.86653023961854e-71,2.92768731796124,0.863,0.218,8.00410424903433e-67,"SCD"
7.81606216646644e-29,2.92193494264222,0.462,0.038,1.61800302908022e-24,"PPAN"
2.97057419105484e-28,2.91420454268641,0.463,0.043,6.14938563290263e-24,"RAB11FIP4"
9.28585744840413e-42,2.9110875401386,0.646,0.118,1.92226535039414e-37,"FASN"
1.74185803415323e-14,2.899587658197,0.26,0.019,3.60582031650061e-10,"XYLT2"
1.20299856685427e-40,2.88662503704443,0.587,0.057,2.49032733324503e-36,"PRR34-AS1"
5.7355654089552e-50,2.86875571944581,0.657,0.052,1.18731939530782e-45,"RAB40B"
3.46924587750191e-77,2.86380193522016,0.903,0.318,7.18168589101671e-73,"HN1"
2.94510873754617e-46,2.85066263505747,0.662,0.085,6.09666959759433e-42,"MINA"
2.65913776091373e-110,2.84279388558748,0.984,0.531,5.50468107886752e-106,"EIF3H"
3.98481743739455e-14,2.83497074722473,0.262,0.024,8.24897057715045e-10,"COG1"
1.30326965348991e-43,2.82888895630873,0.625,0.071,2.69789850968947e-39,"NPM3"
6.28219267051756e-105,2.82122453689626,0.998,0.55,1.30047670472384e-100,"ADH1B"
3.58600675658633e-64,2.82036926504347,0.805,0.185,7.42339258680937e-60,"METTL23"
2.4355368173937e-46,2.82003212237782,0.669,0.095,5.04180476568669e-42,"LINC01420"
3.1303176477045e-93,2.81126025689891,0.945,0.365,6.48007056251309e-89,"C17orf89"
1.29157002207304e-29,2.8064899456926,0.498,0.066,2.67367910269341e-25,"ZNF830"
1.11097438240359e-21,2.80295343039753,0.353,0.019,2.29982806901366e-17,"WLS"
7.85266446840575e-22,2.8022977724938,0.371,0.028,1.62558007160467e-17,"CD3EAP"
7.58182779217798e-49,2.78639198564371,0.713,0.137,1.56951417125876e-44,"EMG1"
3.15365433469579e-17,2.78470356470332,0.314,0.028,6.52837983825376e-13,"DDX55"
4.18743311053872e-58,2.78114884241062,0.752,0.128,8.66840528212621e-54,"ICT1"
1.81765772311197e-14,2.77355482084003,0.252,0.014,3.76273325261409e-10,"MALL"
3.75822480876056e-37,2.77014747095665,0.597,0.09,7.77990117661523e-33,"NOL11"
1.16360047500819e-58,2.76978628455554,0.77,0.128,2.40876934331446e-54,"OXLD1"
2.08330823579306e-14,2.76632847192804,0.281,0.033,4.31265637891522e-10,"LMNB1"
2.0225838667213e-80,2.76249117385089,0.903,0.28,4.18695086249976e-76,"CCT5"
2.81625451770979e-51,2.74894159848496,0.718,0.133,5.82992847711103e-47,"NSMCE2"
2.40415339103693e-45,2.74672956042535,0.667,0.1,4.97683793478554e-41,"SQLE"
4.59176505605328e-27,2.74464941476911,0.449,0.043,9.5054128425359e-23,"AMACR"
6.94546206823795e-24,2.74051008967795,0.411,0.038,1.43778010274594e-19,"METTL2A"
8.56220309911298e-120,2.72512835325123,0.998,0.825,1.77246166354738e-115,"NPM1"
1.62395610606679e-46,2.72371402699146,0.716,0.156,3.36175153516887e-42,"MYC"
1.09092377438481e-20,2.68558531077327,0.363,0.033,2.25832130535399e-16,"TCEB3-AS1"
1.95708607067273e-25,2.68381074616442,0.415,0.028,4.05136387489961e-21,"DHRS11"
8.09004863058926e-25,2.68322793562563,0.43,0.047,1.67472096701828e-20,"KIAA0101"
1.89842261840917e-27,2.68060610469283,0.48,0.062,3.92992466236882e-23,"RNASEH2A"
1.30748513292792e-95,2.67271906127763,0.946,0.408,2.70662497367408e-91,"PUF60"
5.04336068767586e-31,2.66982295506761,0.521,0.066,1.04402609595578e-26,"FTSJ3"
6.20188518384549e-64,2.66517428317238,0.816,0.185,1.28385225190785e-59,"ABRACL"
5.16799497880201e-21,2.66377014856343,0.377,0.038,1.06982664056181e-16,"PYCRL"
5.51917459443071e-17,2.66233814855492,0.343,0.052,1.1425243327931e-12,"EEF2KMT"
2.51893140746869e-50,2.65815580375181,0.705,0.095,5.21443990660094e-46,"MRPL10"
4.53288484095326e-15,2.65526948484966,0.278,0.024,9.38352490925735e-11,"TRMT61A"
1.58202890292107e-88,2.6529739936976,0.945,0.389,3.27495803193691e-84,"RAB5C"
3.23082090355409e-52,2.64333707228984,0.755,0.175,6.68812235244732e-48,"PRPSAP1"
9.01618279003777e-67,2.64213995950786,0.833,0.237,1.86643999936572e-62,"GPS1"
4.51202790426102e-20,2.63307199266341,0.372,0.043,9.34034896461073e-16,"MESP1"
1.17574171203672e-13,2.62694708032588,0.263,0.028,2.43390291808721e-09,"LDLRAD1"
1.33901802201755e-44,2.62179062125898,0.68,0.123,2.77190120737852e-40,"PTDSS1"
